Barcode,Batch,Equipment,Ingested,Call Number,Title,Author,Imprint,BibId
30112080069344,LO_2020_09_22,,FALSE,370.962 C899,Cultures of Arab schooling : critical ethnographies from Egypt /,"Herrera, Linda.","Albany : State University of New York Press, 2006.",99528033512205899
30112085388020,LO_2020_09_22,,FALSE,944 At1,At the border : margins and peripheries in modern France /,"Gemie, Sharif.","Cardiff : University of Wales Press, 2008.",99572900412205899
30112086257877,LO_2020_09_22,,FALSE,ML410.I94 M34 2008,Charles Ives reconsidered /,"Magee, Gayle Sherwood,","Urbana : University of Illinois Press, c2008.",99567041212205899
30112123113869,LO_2020_09_22,,FALSE,Q. 932.2 L528g,Giza and the pyramids : the definitive history /,"Lehner, Mark,","Chicago, IL : University of Chicago Press, 2017.",99844605112205899
30112117767795,LO_2020_09_22,,FALSE,BL74 .N67 2015,The Norton anthology of world religions /,"Miles, Jack,","New York : W.W. Norton & Company, [2015]",99761005412205899
30112050159208,LO_2020_09_22,,FALSE,ML457 P47D8,A performer's guide to medieval music /,"Duffin, Ross W.,","Bloomington ; Indianapolis : Indiana University Press, [2000]",99430037712205899
30112045556187,LO_2020_09_22,,FALSE,MT5.5 A565M3,The music treatise of Anonymous IV : a new translation /,"Yudkin, Jeremy.",Neuhausen-Stuttgart : American Institute of Musicology 1985.,99150159212205899
30112124243822,LO_2020_09_22,,FALSE,PS3622.I492 F37 2018,The far field : a novel /,"Vijay, Madhuri,","New York : Grove Press, 2019.",99886830012205899
30112053423478,LO_2020_09_22,,FALSE,U22.3 .G76 1995,On killing : the psychological cost of learning to kill in war and society /,"Grossman, Dave.","Boston : Little, Brown, ©1995.",99384945012205899
30112118172128,DS_2020_09_22,BC100,TRUE,P120.S48 S45 2018,"Le sexe et la langue : petite grammaire du genre en français, où l'on étudie écriture inclusive, féminisation et autres stratégies militantes de la bien-pensance /","Szlamowicz, Jean.","Paris : Éditions Intervalles, [2018]",99883968812205899
30112053438823,LO_2020_09_22,,FALSE,109 R91h1945,A history of western philosophy /,"Russell, Bertrand,","New York : Simon and Schuster, c1945.",99131381712205899
30112005128035,LO_2020_09_22,,FALSE,320.1 H65LYMA,The two gods of Leviathan : Thomas Hobbes on religion and politics /,"Martinich, Aloysius.","Cambridge ; Cambridge University Press, 1992.",99339569512205899
30112001157004,LO_2020_09_22,,FALSE,940.5425 H629,History wars : the Enola Gay and other battles for the American past /,"Linenthal, Edward Tabor,","New York : Metropolitan Books, 1996.",99385712512205899
30112120937583,LO_2020_09_22,,FALSE,ML3506 .M58 2018,Fusion of Indian classical music and jazz music /,"Mithaiwala, Janki,","Delhi : B.R. Rhythms, 2018.",99894128012205899
30112085997259,LO_2020_09_22,,FALSE,ML55 E96,The exotic in western music /,"Bellman, Jonathan,","Boston : Northeastern University Press, ©1998.",99404306112205899
30112003091995,LO_2020_09_22,,FALSE,ML410.V28 V28,Vaughan Williams studies /,"Frogley, Alain.","Cambridge ; Cambridge University Press, 1996.",99391484312205899
30112040113125,LO_2020_09_22,,FALSE,ML172 M33S6,The sound of medieval song : ornamentation and vocal style according to the treatises /,"McGee, Timothy J.",Oxford : Clarendon Press 1998.,99405235212205899
30112120630378,DS_2020_09_22,BC100,TRUE,PN5190.C45 B67 2017,"Charlie hebdo, le jour d'après /","Bordet, Marie.","[Paris] : Fayard, [2017]",99822690912205899
30112056771584,LO_2020_09_22,,FALSE,780.902 B417m,Music in medieval manuscripts /,"Bell, Nicolas.","London : British Library, 2001.",99445168512205899
30112003868731,LO_2020_09_22,,FALSE,301.098 SM57M,Memory at the margins : essays in anthropology and world history /,"Smith, Gavin A.","[Victoria, B.C.] : World History Caucus, University of Victoria, c1995.",99397204712205899
30112017729192,LO_2020_09_22,,FALSE,333.7205 CO,The Conservator.,Nature Conservancy (U.S.). Illinois Chapter.,Chicago : The Nature Conservancy Illinois Chapter 1979,99337199612205899
30112015637041,LO_2020_09_22,,FALSE,M957 S77S91952,Symphonies of wind instruments.,"Stravinsky, Igor,",[n.p.] : Edition russe de musique [1952],99333976112205899
30112003833180,DS_2020_09_22,BC100,TRUE,840.91 B734G,Geopoetics : the politics of mimesis in poststructuralist French poetry and theory /,"Brandt, Joan Elizabeth.","Stanford, Calif. : Stanford University Press, c1997.",99394939812205899
30112086323307,DS_2020_09_22,BC100,TRUE,745.2019 K838e,Environmental psychology for design /,"Kopec, David Alan.","New York : Fairchild, c2006.",99565707912205899
30112059336898,DS_2020_09_22,BC100,TRUE,303.6250944 Si21f,"La France, malade de l'islamisme : menaces terroristes sur l'Hexagone /","Sifaoui, Mohamed.","Paris : Cherche midi, 2002.",99454170112205899
30112085488887,DS_2020_09_22,BC100,TRUE,378.101 K525o,Organizing higher education for collaboration : a guide for campus leaders /,"Kezar, Adrianna J.","San Francisco : Jossey-Bass, ©2009.",99578215112205899
30112109005477,LO_2020_09_23,,FALSE,818 W52049ho,"How to be a person : The stranger's guide to college, sex, intoxicants, tacos, and life itself /","West, Lindy.","Seattle, WA : Sasquatch Books, 2012.",99704155612205899
30112118955860,LO_2020_09_22,,FALSE,G155.C35 R63 2015,Contemporary Caribbean tourism : concepts and cases /,"Roberts, Sherma,","Kingston : Ian Randle Publishers, 2015.",99790935312205899
30112046761679,LO_2020_09_22,,FALSE,Q. 759.5 F846n,Francesco Francia e la sua scuola /,"Negro, Emilio.","Modena : Artioli, c1998.",99420326812205899
30112037487680,LO_2020_09_22,,FALSE,"299.57 K56c, 1998","Chronicle of violence, ritual of mourning : Cheju Shamanism in Korea /","Kim, Seong Nae.",Thesis (Ph D)--University of Michigan 1989 1989.,99409346412205899
30112081618958,LO_2020_09_22,,FALSE,301.451 J71P1997,Prejudice and racism /,"Jones, James M.","New York : McGraw-Hill Companies, c1997.",99390936112205899
30112044970645,LO_2020_09_22,,FALSE,495.615 Ak14j,Japanese phonetics : theory and practice /,"Akamatsu, Tsutomu.","München ; Lincom Europa, 1997.",99415208612205899
30112109424314,LO_2020_09_22,,FALSE,551.522 P456f,A first course in atmospheric thermodynamics /,"Petty, Grant W.","Madison, Wisconsin : Sundog Publishing, [2008]",99684569012205899
30112049212217,LO_2020_09_22,,FALSE,305.26 H19132000,Handbook of the humanities and aging /,"Cole, Thomas R.,","New York : Springer Pub, c2000.",99422495012205899
30112068681854,LO_2020_09_22,,FALSE,791.0940902 Im79,Improvisation in the arts of the Middle Ages and Renaissance /,"McGee, Timothy J.","Kalamazoo, Mich. : Medieval Institute Publications, Western Michigan University, 2003.",99494862712205899
30112000184215,LO_2020_09_22,,FALSE,307.760973 G231B,Beyond the Great Wall : urban form and transformation on the Chinese frontiers /,"Gaubatz, Piper Rae,","Stanford, Calif. : Stanford University Press, 1996.",99384262612205899
30112052190672,LO_2020_09_22,,FALSE,PS3555.R42 L37 2001,The last report on the miracles at Little No Horse /,"Erdrich, Louise.","New York : HarperCollins, c2001.",99433303312205899
30112113586686,LO_2020_09_22,,FALSE,BF323.C8 L447 2014,Curious : the desire to know and why your future depends on it /,"Leslie, Ian.","New York : Basic Books, A Member of the Perseus Books Group, [2014]",99758275012205899
30112099261585,DS_2020_09_23,BC100,TRUE,333.7153 F895L,Local government initiatives for brownfield redevelopment in northeastern Illinois /,"Freudenberg, Lisa Marie.",1995,99374363612205899
30112116159168,DS_2020_09_24,,FALSE,KF8745.G56 L44 2015,The legacy of Ruth Bader Ginsburg /,"Dodson, Scott,","New York, NY : Cambridge University Press, 2015",99774447112205899
30112116276541,DS_2020_09_24,BC100,TRUE,KF697.F6 F57 2019,The foreclosure echo : how the hardest hit have been left out of the economic recovery /,"Fisher, Linda E.,","Cambridge, United Kingdom ; Cambridge University Press, 2019.",99909295612205899
30112065364843,DS_2020_09_24,BC100,TRUE,PR468.L52 T48 2004,Cultivating Victorians : liberal culture and the aesthetic /,"Thomas, David Wayne.","Philadelphia : University of Pennsylvania Press, ©2004.",99471428412205899
30112116238004,DS_2020_09_24,,FALSE,KF8745.G56 G53 2018,Ruth Bader Ginsburg's legacy of dissent : feminist rhetoric and the law /,"Gibson, Katie L.","Tuscaloosa : The University of Alabama Press, 2018.",99857514012205899
30112104532954,DS_2020_09_24,BC100,TRUE,303.484095195 So87,South Korean social movements : from democracy to civil society /,"Shin, Gi-Wook.","Abingdon, Oxon ; Routledge, 2011.",99725831112205899
30112077047014,DS_2020_09_24,BC100,TRUE,303.6250944 H365t,Le terrorisme en France aujourd'hui /,"Heisbourg, François.","Sainte-Marguerite-sur-Mer : Ed des Equateurs, 2006.",99518042512205899
30112101494521,DS_2020_09_24,,TRUE,,Voces y perspectivas en la poesía latinoamericana del siglo XX /,"Hernández, Consuelo.","Madrid : Visor Libros, [2009]",99631520212205899
30112002425343,DS_2020_09_24,BC100,TRUE,616.855 EX71,Experimental clinical phonetics : investigatory techniques in speech pathology and therapeutics /,"Code, Christopher.","London : Croom Helm, 1984.",9976308312205899
30112003694665,DS_2020_09_24,,TRUE,820.9 D51I,In another tongue : essays on Indian English literature /,"Devy, G. N.,","Frankfurt am Main ; P Lang, c1993.",99362940012205899
30112100761995,DS_2020_09_24,BC100,TRUE,400 C142009 v.31,The phonetic description of voice quality /,"Laver, John.","Cambridge ; Cambridge University Press, 2009, c1980.",99603134112205899
30112123144674,DS_2020_09_24,,TRUE,PN1059.T7 I5 2017,"Into English : poems, translations, commentaries /","Collins, Martha,","Minneapolis, Minnesota : Graywolf Press, [2017]",99846056112205899
30112040510627,DS_2020_09_24,BC100,TRUE,181.112 C362f,The four political treatises of the Yellow Emperor : original Mawangdui texts with complete English translations and an introduction /,"Zhang, Chun,","Honolulu : University of Hawaiʻi Press, ©1998.",99406969312205899
30112072230375,DS_2020_09_24,BC100,TRUE,004.65 R755s,Selfish routing and the price of anarchy /,"Roughgarden, Tim.","Cambridge, Mass. : MIT Press, c2005.",99504102212205899
30112028936067,DS_2020_09_24,BC100,TRUE,Q. 307.12 Se37d,Developing the economic element of the Polk County comprehensive plan /,"Seggerman, Karen Elizabeth.",Master's project (MUP)--University of Illinois at Urbana-Champaign 1989 1989.,99173845812205899
30112044325337,DS_2020_09_24,,TRUE,P53 .L437 Vol.1w,Workbook to accompany Making communicative language teaching happen /,"Lee, James F.","New York : McGraw-Hill, 1995.",99416964012205899
30112124320786,LO_2020_09_24,,FALSE,Q183.3.A1 I6 2016,Interrogating whiteness and relinquishing power : white faculty's commitment to racial consciousness in STEM classrooms /,"Joseph, Nicole M.,","New York : Peter Lang, [2016]",99910168012205899
30112109428497,LO_2020_09_24,,FALSE,320.9730905 M315i,It's even worse than it looks : how the American constitutional system collided with the new politics of extremism /,"Mann, Thomas E.","New York : Basic Books, ©2012.",99688358412205899
30112117497161,LO_2020_09_24,,FALSE,SE. D344pccc,Pete the cat and the cool caterpillar /,"Dean, James,","New York, NY : Harper, an imprint of HarperCollinsPublishers, [2018]",99884037812205899
30112077619549,LO_2020_09_24,,FALSE,SE. Al117b,The butter man /,"Alalou, Elizabeth.","Watertown, MA : Charlesbridge, ©2008.",99570659112205899
30112077763511,LO_2020_09_24,,FALSE,SE. K527ki,King for a day /,"Khan, Rukhsana,","New York : Lee & Low Books, Inc., 2013.",99741197712205899
30112065367143,LO_2020_09_24,,FALSE,941.081092 C88o,"Lord Cromer : Victorian imperialist, Edwardian proconsul /","Owen, Roger,","Oxford ; Oxford University Press, 2004.",99471736312205899
30112044402136,LO_2020_09_24,,FALSE,PD75 .G74 1998,Language and history in the early Germanic world /,"Green, D. H.","Cambridge, UK ; Cambridge University Press, 1998.",99408663712205899
30112118114641,LO_2020_09_24,,FALSE,PR6037.T617 Z88 2016,"Something in the blood : the untold story of Bram Stoker, the man who wrote Dracula /","Skal, David J.,","New York : Liveright Publishing Corporation, [2016]",99815239512205899
30112007030064,DS_2020_09_24,BC100,TRUE,947.0854 SO896:E,Perestroika in action : a collection of press articles and interviews /,"Mezhenkov, Vladimir","London : Collets, c1988.",99166118512205899
30112124185171,LO_2020_09_24,,FALSE,PN1992.77.B586 M33 2018,BoJack Horseman : the art before the horse /,"McDonnell, Chris","New York : Abrams, 2018.",99873194612205899
30112103258270,LO_2020_09_24,,FALSE,HQ1236 .B24 2007,al-Ḥuqūq al-siyāsīyah wa-al-iqtiṣādīyah wa-al-ijtimāʻīyah lil-marʾah : bayna al-naẓarīyah al-ʻālamīyah al-thālithah wa-al-naẓarīyāt al-taqlīdīyah al-ukhrá /,"Bannūr, Fāṭimah ʻAbd al-Salām.","[Tripoli, Libya?] : al-Markaz al-ʻĀlamī li-Dirāsāt wa-Abḥāth al-Kitāb al-Akhḍar, 2007.",99624619312205899
30112060480719,LO_2020_09_24,,FALSE,320.1 N2135,The nation-state in question /,"Paul, T. V.","Princeton, N.J. : Princeton University Press, c2003.",99468140712205899
30112002808738,LO_2020_09_24,,FALSE,813 H31YNEW,Newsletter /,Hawthorne-Longfellow Library.,"Brunswick, Me. : Bowdoin College, Hawthorne Longfellow Library 1985",9952939112205899
30112054223133,LO_2020_09_24,,FALSE,Q. SE. G781i,I want a monster! /,"Gravel, Elise,","New York : Katherine Tegen Books, an imprint of HarperCollinsPublishers, [2016]",99827960012205899
30112117500600,LO_2020_09_24,,FALSE,Q. SE. T371mo,Mommy's khimar /,"Thompkins-Bigelow, Jamilah,","New York, NY : Salaam Reads, an imprint of Simon & Schuster Children's Publishing Division, [2018]",99886924412205899
30112085496435,LO_2020_09_24,,FALSE,951 W138t,Telling Chinese history : a selection of essays /,"Wakeman, Frederic E.","Berkeley : University of California Press, c2009.",99579096412205899
30112040631720,DS_2020_09_24,,TRUE,306.3 P845,The post-development reader /,"Rahnema, Majid,",London ; Zed Books 1997.,99397959912205899
30112114430645,LO_2020_09_24,,FALSE,002.9 B78,The Broadview reader in book history /,"Mole, Tom,","Peterborough, Ontario : Broadview Press, [2014]",99764530612205899
30112119269378,LO_2020_09_24,,FALSE,PQ3809 .P65 2019,"Polyphonies littéraires francophones transcontinentales : frontières, fronts tierces? /","Gendre, Annick,","Paris : L'Harmattan, [2019]",99910519412205899
30112056947192,LO_2020_09_24,,FALSE,658.787 P835f,Foundations of stochastic inventory theory /,"Porteus, Evan L.","Stanford, Calif. : Stanford Business Books, an imprint of Stanford University Press, c2002.",99451620312205899
30112041317824,LO_2020_09_24,,FALSE,846 P4122OcYd,"Les choses, Georges Perec /","Duquesne, Dominique.","Paris : Bertrand-Lacoste, c2001.",99449702412205899
30112001500872,DS_2020_09_24,,TRUE,303.380947 R284S,Soviet public opinion and the effectiveness of Party ideological work /,"Remington, Thomas F.,","Pittsburgh, PA : Russian and East European Studies Program, University of Pittsburgh, 1983.",99121677412205899
30112045722045,LO_2020_09_24,,FALSE,951.84035 W832t,"To the Harbin Station : the liberal alternative in Russian Manchuria, 1898-1914 /","Wolff, David,","Stanford, Calif. : Stanford University Press, 1999.",99414366712205899
30112108394245,LO_2020_09_24,,FALSE,DT476 .C67 1981,Corpus of early Arabic sources for West African history /,"Levtzion, Nehomia.","Cambridge [Eng.] ; Cambridge University Press, 1981.",9948886412205899
30112047896037,LO_2020_09_24,,FALSE,128.2 P9832t,"The threefold cord : mind, body, and world /","Putnam, Hilary.","New York : Columbia University Press, c1999.",99422753312205899
30112119096912,LO_2020_09_24,,FALSE,B2430.O544 M57 2016,Le miroir aux alouettes : principes d'athéisme social /,"Onfray, Michel,","Paris : Plon, [2016]",99801799212205899
30112122289140,LO_2020_09_24,,FALSE,,Quantum mechanics and path integrals /,"Feynman, Richard P.","Mineola, N.Y. : Dover Publications, 2010.",99839519612205899
30112000145414,LO_2020_09_24,,FALSE,973.075 W155M,Mickey Mouse history and other essays on American memory /,"Wallace, Mike,","Philadelphia : Temple University Press, 1996.",99384789512205899
30112006635525,LO_2020_09_24,,FALSE,324.973 F513R,Retrospective voting in American national elections /,"Fiorina, Morris P.","New Haven : Yale University Press, ©1981.",9948938412205899
30112120487779,LO_2020_09_24,,FALSE,Z4 .L59 2017,The Broadview introduction to book history /,"Levy, Michelle,","Ontario : Broadview Press, [2017]",99839535112205899
30112077498472,LO_2020_09_24,,FALSE,F. M1621.2 B475S4,Sequenza III : per voce femminile.,"Berio, Luciano,",[London] : Universal Edition [1968],99132629112205899
30112120015596,DS_2020_09_24,BC100,FALSE,711.4096 R635,Rogue urbanism : emergent African cities /,"Pieterse, E. A.","Auckland Park, South Africa : Jacana, 2013.",99954784388105899
30112012073430,LO_2020_09_24,,FALSE,E743 .N37 1976,"The conservative intellectual movement in America, since 1945 /","Nash, George H.,","New York : Basic Books, ©1976.",9916846112205899
30112027187548,LO_2020_09_24,,FALSE,553.2 In82c1983,Compte rendu /,"International Congress on Carboniferous Stratigraphy and Geology 1983 : Madrid, Spain)","Madrid : Le Congrès, 1985.",99626187412205899
30112012924541,LO_2020_09_24,,FALSE,PS3573.O483 W5 1982,Host bibliographic record for boundwith item barcode 30112012924541,,2013,9995509733405899
30112101064126,LO_2020_09_24,,FALSE,973.91 L646n,The noir forties : the American people from victory to Cold War /,"Lingeman, Richard R.","New York, NY : Nation Books, 2012.",99708669212205899
30112040886514,LO_2020_09_24,,FALSE,016.305891791 C495u,Ukrainians in Russia : a bibliographic and statistical guide /,"Cipko, Serge.","Edmonton : Canadian Institute of Ukrainian Studies Press, University of Alberta, 1994.",99413460312205899
30112027187415,LO_2020_09_24,,FALSE,553.2 In82c1971,"Compte rendu : Septième Congrès International de Stratigraphie et de Géologie du Carbonifère : Krefeld, 23.-28. Aug. 1971 /","International Congress on Carboniferous Stratigraphy and Geology 1971 : Krefeld, Germany)","Krefeld : Geolog Landesamt Nordrhein-Westfalen, 1972-1975.",99626191012205899
30112052045066,LO_2020_09_25,,FALSE,M62 .B22H.562P7 2001,Sonata in A minor (Wq 132) for solo flute /,"Bach, Carl Philipp Emanuel,","King of Prussia, PA : T Presser Co, c2001.",99465145412205899
30112085337225,LO_2020_09_25,,FALSE,M60 .M378,Masterworks for solo flute /,"Hunt, Simon.",London : JB Cramer c1982.,99621460212205899
30112052016596,LO_2020_09_25,,FALSE,789.507 W699C,Change ringing : the art and science of change ringing on church and hand bells /,"Wilson, Wilfrid G.","New York : October House, ©1965.",99294104112205899
30112014647496,LO_2020_09_25,,FALSE,789.5 M83H,"The history and art of change ringing,","Morris, Ernest.","London : Chapman & Hall, ltd, 1931.",99311718912205899
30112107472232,DS_2020_09_25,BC100,TRUE,956.015 T318s,The second Ottoman Empire : political and social transformation in the early modern world /,"Tezcan, Baki.","New York : Cambridge University Press, 2010.",99642917612205899
30112005167116,DS_2020_09_25,,TRUE,330.95601 P191O,"The Ottoman Empire and European capitalism, 1820-1913 : trade, investment, and production /","Pamuk, Şevket.","Cambridge [Cambridgeshire] ; New York : Cambridge University Press, 1987.",99104462912205899
30112107434604,DS_2020_09_25,BC100,TRUE,HT1306 .Z55 2010,Women and slavery in the late Ottoman Empire : the design of difference /,"Zilfi, Madeline C.,","New York : Cambridge University Press, 2010.",99652242412205899
30112005109753,DS_2020_09_25,BC100,TRUE,297 SCH64,"Scholars, saints, and Sufis; Muslim religious institutions in the Middle East since 1500.","Keddie, Nikki R.","Berkeley, University of California Press, 1972.",99106496012205899
30112005165953,LO_2020_09_25,,FALSE,HC41 .A28 1989,Before European hegemony : the world system A.D. 1250-1350 /,"Abu-Lughod, Janet L.","New York : Oxford University Press, 1989.",99154019612205899
30112124668275,LO_2020_09_25,,FALSE,,Oggi in Italia : a first course in Italian /,"Merlonghi, Franca.","Boston, MA : Cengage Learning, 2012.",99915912012205899
30112125764941,LO_2020_09_25,,FALSE,PS3561.A3616 G73 2019,The grand dark /,"Kadrey, Richard,","New York : Harper Voyager, an imprint of HarperCollinsPublishers, [2019]",99902186912205899
30112105744939,IA_2020_09_28,,TRUE,C. IL6uRye,"Order of Exercises : for the dedication of the Young Men's Christian Association building of the University of Illinois, Sunday, October fourth, in the year of our lord, one thousand nine hundred and eight.",Y.M.C.A. of the University of Illinois.,"[Champaign, Ill. : University YMCA, 1908].",99288218812205899
30112103951676,IA_2020_09_28,,TRUE,627.4 C822c,"Inventory and analysis of urban water damage problems: city of Champaign, Champaign County, Illinois",,"Louisville, Ky. : US Army Corps of Engineers, Louisville District, 1981",99623408712205899
30112078032874,IA_2020_09_28,,TRUE,307.121609773 G264t,"Taylorville : growth, revitalization, and beautification /","Gebhardt, Matthew F.","[Champaign, Ill.] : Dept of Urban and Regional Planning, University of Illinois at Urbana-Champaign, 2000.",99425749912205899
30112015269407,IA_2020_09_28,,TRUE,M87B73 E82,Etudes for trumpet : (Orchestra etudes and Last etudes) /,"Brandt, Vasiliĭ.","New York : MCA Music, c1945.",99285087012205899
30112005387425,LO_2020_09_28,,FALSE,HM131 .G397 1990,The consequences of modernity /,"Giddens, Anthony.","Stanford, Calif. : Stanford University Press, 1990.",99164883312205899
30112103781206,LO_2020_09_28,,FALSE,881 P7h.Ym,Polybius' Histories /,"McGing, B. C.","New York : Oxford University Press, 2010.",99616915112205899
30112049192708,LO_2020_09_28,,FALSE,PN56.M32 O54 2000,"One hundred years of masochism : literary texts, social and cultural contexts /","Finke, Michael C.,","Amsterdam : Rodopi, 2000.",99426360312205899
30112025042257,LO_2020_09_28,,FALSE,P325 .L9595 1995,Linguistic semantics : an introduction /,"Lyons, John,","Cambridge ; Cambridge University Press, 1995.",99391405312205899
30112103454895,LO_2020_09_28,,FALSE,LABO.04/2011.127,Diccionario de mexicanismos /,Academia Mexicana Correspondiente de la Española.,"México, D.F. : Siglo Veintiuno Editores, 2010.",99649371712205899
30112086325252,LO_2020_09_28,,FALSE,LABO.08/2008.71,Bandera hueca : historia del movimiento homosexual de Chile /,"Robles, Víctor Hugo.",Santiago : Editorial Arcis [2008].,99566813012205899
30112051923586,LO_2020_09_28,,FALSE,B. C5423C1G,The good fight. /,"Chisholm, Shirley,","New York, New York : Harper & Row, Publishers, [1973]",99211622012205899
30112015280917,LO_2020_09_28,,FALSE,M146 B266I5,Three inventions for solo timpani /,"Barati, George,",New York : Henmar Press c1992.,99342514912205899
30112065302736,LO_2020_09_28,,FALSE,HV6432 .H69 2001,How did this happen? : terrorism and the new war /,"Hoge, James F.","New York : PublicAffairs, c2001.",99494640012205899
30112071976366,LO_2020_09_28,,FALSE,HV6432.7 .J33 2006,The 9/11 report : a graphic adaptation /,"Jacobson, Sidney.","New York : Hill and Wang, c2006.",99528137812205899
30112097871153,LO_2020_09_28,,FALSE,305.89604 H588b,Black Europe and the African diaspora /,"Hine, Darlene Clark,","Urbana : University of Illinois Press, [2009]",99601121512205899
30112055847633,LO_2020_09_28,,FALSE,379.561 F778i,"Imperial classroom : Islam, the state, and education in the late Ottoman Empire /","Fortna, Benjamin C.","Oxford ; Oxford University Press, 2002.",99445486312205899
30112116889889,LO_2020_09_28,,FALSE,Q. 690.0218 C441b2018,Building codes illustrated : a guide to understanding the 2018 International Building Code /,"Ching, Francis D. K.,","Hoboken, New Jersey : Wiley, [2018]",99907735412205899
30112086033401,LO_2020_09_28,,FALSE,Q. 720.9494 H449hd,Herzog & de Meuron 1978-2007 /,"Fernández-Galiano, Luis.","Madrid : Arquitectura Viva SL, [2007]",99550586212205899
30112123626126,LO_2020_09_28,,FALSE,720.47 W334l,Lo-TEK : design by radical indigenism /,"Watson, Julia,","Cologne : Taschen, [2019]",99949364912205899
30112001215414,DS_2020_09_28,,TRUE,700.973 P661P,"Out of order, out of sight /","Piper, Adrian,","Cambridge, Mass. : MIT Press, c1996.",99389516712205899
30112044434089,LO_2020_09_30,,FALSE,980.01 C912t,Toasts with the Inca : Andean abstraction and colonial images on quero vessels /,"Cummins, Thomas B. F.,","Ann Arbor : University of Michigan Press, c2002.",99452373812205899
30112084895256,LO_2020_09_30,,FALSE,930.1 H425,The heritage reader /,"Fairclough, G. J.","New York : Routledge, 2008.",99553683012205899
30112100887014,LO_2020_09_30,,FALSE,HV6432.7 .K3698 2012,The 9/11 backlash : a decade of U.S. hate crimes targeting the innocent /,"Karam, Nicoletta.","Berkeley, Calif. : Beatitude Press, 2012.",99717108212205899
30112006455551,LO_2020_09_30,,FALSE,150.1952 B46F,The Freudian body : psychoanalysis and art /,"Bersani, Leo.","New York : Columbia University Press, 1986.",9986219112205899
30112062206120,LO_2020_09_30,,FALSE,Q. 726.50941 F914e,The eighteenth-century church in Britain /,"Friedman, Terry.","New Haven, CT : Yale University Press, 2011.",99652517212205899
30112049354951,LO_2020_09_30,,FALSE,PL2894.A475 W64,Wo de bao bei /,Sanmao.,"Ha'erbin : Ha'erbin chu ban she, 2003.",99513152212205899
30112037468193,LO_2020_09_30,,FALSE,220.609031 B4712,Biblical interpretation in the era of the Reformation : essays presented to David C. Steinmetz in honor of his sixtieth birthday /,"Steinmetz, David Curtis.","Grand Rapids, Mich. : WB Eerdmans, c1996.",99388896812205899
30112081782226,LO_2020_09_30,,FALSE,Q. S.949.2 D392d:E,A thousand things about Holland /,"Dematons, Charlotte,","New York : Lemniscaat, 2013.",99750865712205899
30112111762248,LO_2020_09_30,,FALSE,LABO.05/2012.15,Raro : una historia gay de Chile /,"Contardo, Óscar.","Santiago : Editorial Planeta, 2011.",99699501612205899
30112110388441,LO_2020_09_30,,FALSE,P325 .S37974 2013,Semantics : an International Handbook of Natural Language Meaning /,"Maienborn, Claudia.","Berlin : De Gruyter Mouton, [2012]",99718059312205899
30112065708007,LO_2020_09_30,,FALSE,Q. 016.91 AT5LSUP.,Supplément au répertoire bibliographique se rapportant a la Littérature géographique française de la Renaissance /,"Atkinson, Geoffroy,","Paris : A Picard, 1936.",99269714312205899
30112046591316,LO_2020_09_30,,FALSE,M1145 E44D68,Works for string orchestra /,"Elgar, Edward,","Mineola, NY : Dover, 2000.",99433086512205899
30112051566658,LO_2020_09_30,,FALSE,185 Ar4eYb,Aristotle's ethics /,"Bostock, David,","Oxford ; New York : Oxford University Press, 2000.",99434743412205899
30112122172247,LO_2020_09_30,,FALSE,H61.24 .C45 2014,Constructing grounded theory /,"Charmaz, Kathy,","Los Angeles : SAGE, [2014]",99894301212205899
30112086135099,LO_2020_09_30,,FALSE,480.5 RI,Rivista di filologia e di istruzione classica.,,"Torino : G Chiantore, 1950-",99334777012205899
30112023826420,LO_2020_09_30,,FALSE,881 P6lan.p,Life of Antony /,Plutarch.,"Cambridge ; Cambridge University Press, 1988.",99135819112205899
30112109416112,LO_2020_09_30,,FALSE,881 P6mqp.h,How to study poetry = De audiendis poetis /,Plutarch.,"Cambridge ; Cambridge University Press, 2011.",99658967012205899
30112099033216,LO_2020_09_30,,FALSE,S.910.91634 H777t,Titanic : voices from the disaster /,"Hopkinson, Deborah.","New York : Scholastic Press, ©2012.",99683214512205899
30112126605176,LO_2020_09_30,,FALSE,HQ1170 .Y37 2020,"Muslim women are everything : stereotype-shattering stories of courage, inspiration, and adventure /","Yasmin, Seema,","New York, NY : Harper Design, an imprint of HarperCollins Publishers, 2020.",99954784296005899
30112077779061,LO_2020_09_30,,FALSE,895.109 L612m,Mythic and folk elements in modern Chinese literature : a study of six writers /,"Li, Ningyi.","Lewiston, NY : Edwin Mellen Press, c2008.",99610083912205899
30112099197920,LO_2020_09_30,,FALSE,GT3283.A2 S8312,Li yi de jiao zhi : Ming mo Qing chu Zhong Ou wen hua jiao liu zhong de sang zang li /,"Standaert, N.","Shanghai : Shanghai gu ji chu ban she, 2009.",99625904712205899
30112076838611,LO_2020_09_30,,FALSE,PL2302 .X535,Xiang xiang de ben bang : xian dai wen xue shi wu lun = National imaginaries : 15 perspectives on modern Chinese literature /,"Wang, Dewei.","Taibei Shi : Mai tian chu ban, 2005.",99531650912205899
30112114679001,LO_2020_09_30,,FALSE,322.420922 M286v,"V ogne revoli︠u︡t︠s︡ii : Marii︠a︡ Spiridonova, Larisa Reĭsner /","Maĭorova, E. I.","Sankt-Peterburg : Aleteĭi︠a︡, [2019]",99895272412205899
