Barcode,Batch,Equipment,Ingested,Call Number,Title,Author,Imprint,BibId
30112029936769,LO_2020_07_23,,FALSE,DS895.F7 T2122,Taiwan wen xian.,Taiwan Sheng wen xian wei yuan hui.,"[Taibei : Taiwan sheng wen xian wei yuan hui, 1955",99184912212205899
30112010317342,LO_2020_07_23,,FALSE,639.28 C473W,Whale ships and whaling /,"Church, Albert Cook,","New York : Bonanza Books, c1938.",99114270912205899
30112013030793,LO_2020_07_23,,FALSE,PR6035.H96 Z474 1979,Smile please : an unfinished autobiography /,"Rhys, Jean.","New York : Harper & Row, ©1979.",9941148412205899
30112013033805,LO_2020_07_23,,FALSE,823 SM565H1979,The holiday /,"Smith, Stevie,","London : Virago, 1979.",9941674612205899
30112058106078,LO_2020_07_23,,FALSE,GR341.T63 Y36 1993,Tōno monogatari ; Yama no jinsei /,"Yanagita, Kunio,","Tōkyō : Iwanami Shoten, 1993",99452950612205899
30112007001081,LO_2020_07_23,,FALSE,658.3 ST6L,"Leader behavior: its description and measurement,","Stogdill, Ralph M.","Columbus, Bureau of Business Research, College of Commerce and Administration, Ohio State University [1957]",9936370512205899
30112076878633,LO_2020_07_23,,FALSE,875.3 Ap4r.F2006,"Le roman d'Apollonius de Tyr : version française du XVe siècle de l'histoire d'Apollonius de Tyr, publiée et traduite par Michel Zink d'après le manuscrit Vienne, Nationalbibliothek 3428, avec une introduction, des notes et des extraits d'autres versions du même roman /","Zink, Michel.","Paris : Le livre de poche, 2006.",99523589312205899
30112000331667,LO_2020_07_23,,FALSE,SE. K284e,Ernie and Bert's flashlight adventure /,"Keller, Sylvia.","New York : Random House, 1995.",99383551112205899
30112011148845,LO_2020_07_23,,FALSE,SE. B711d1995,Doggies : a counting and barking book /,"Boynton, Sandra.","New York : Little Simon Books, 1995.",99374577412205899
30112011148886,LO_2020_07_23,,FALSE,SE. B711o1995,Opposites /,"Boynton, Sandra.","New York, N.Y. : Little Simon, 1995.",99377560512205899
30112084610952,LO_2020_07_23,,FALSE,DS777 .L424,Sun Zhongshan yu Riben /,"Li, Jikui.","[Guangzhou] : Guangdong ren min chu ban she, 1996.",99581062112205899
30112063149162,LO_2020_07_23,,FALSE,867 C497OB,La burra espatllada /,"Cistaré, Lali,","Barcelona : Selecta, 1980.",9997120012205899
30112012002595,LO_2020_07_23,,FALSE,HT1345 .C55 1977,The Barbary slaves /,"Clissold, Stephen,","Totowa, N.J. : Rowman and Littlefield, 1977.",9928989812205899
30112037554786,LO_2020_07_23,,FALSE,865 UN5ODE1925,De Fuerteventura a París; diario íntimo de confinamiento y destierro vertido en sonetos,"Unamuno, Miguel de,","Paris : Editorial Excelsior, 1925.",99204673512205899
30112048378266,LO_2020_07_23,,FALSE,894.3 H53MFA,Paysages humains ... /,"Nâzım Hikmet,","Paris : F Maspero, 1973.",99283546612205899
30112041065399,LO_2020_07_23,,FALSE,KNN32 .A2 1999,Da Ming lü : [30 juan] /,"Huai, Xiaofeng.","Beijing : Fa lü chu ban she, 1999.",99429081812205899
30112109329034,LO_2020_07_23,,FALSE,LABO.12/2011.110,Heterocity /,"Orellana Suárez, Mauricio,","San José, Costa Rica : Ediciones Lanzallamas, [2011]",99684068612205899
3011210761201930112048399486,LO_2020_07_23,,FALSE,KNN281.C37 H8 2008,Zhongguo gu dai si xing zhi du shi = A study of the death penalty system in ancient China /,"Hu, Xingdong.","Beijing Shi : Fa lü chu ban she, 2008.",99656087312205899
30112048399486,LO_2020_07_23,,FALSE,301 R114N,A natural science of society.,"Radcliffe-Brown, A. R.","Glencoe, Ill., Free Press [1957]",99121856712205899
30112096303612,LO_2020_07_23,,FALSE,LABO.04/2009.104.,Dichosos los que lloran /,"Santiesteban Prats, Angel,","La Habana : Casa de las Américas, c2006.",99586779012205899
30112114302067,LO_2020_07_23,,FALSE,DVD M1630.18.B43 A94 2006,Awesome; i...shot that!,"Beastie Boys,","[United States] : Seville, 2006.",99766644312205899
30112062076101,DS_2020_08_10,BC100,TRUE,538.36 M834C,"Canted antiferromagnetism, hematite /","Morrish, Allan H.","Singapore ; World Scientific, 1994.",99372226812205899
30112037345417,DS_2020_08_11,RCAM,TRUE,384.540973 M299G,The great American broadcast : a celebration of radio's golden age /,"Maltin, Leonard.","New York : Dutton, ©1997.",99401123612205899
30112061440399,LO_2020_08_11,,FALSE,Q. 786.4 H11E,"Étude-poésie : for piano, op. 53 /","Haberbier, Ernst,","New York : G Schirmer, 1902.",99207682812205899
30112012250582,DS_2020_08_13,BC100,TRUE,JC571 .S86 1953,Natural right and history /,"Strauss, Leo.","Chicago : University of Chicago Press, 1953.",99103925912205899
30112005116089,DS_2020_08_13,BC100,TRUE,305.4 W8427 no.9,Women and the Enlightenment /,"Hunt, Margaret.","New York, NY : Copublished by the Institute for Research in History and the Haworth Press, c1984.",9963715312205899
30112117674801,DS_2020_08_13,BC100,TRUE,,"Notorious voices : feminist biblical interpretation, 1500-1920 /","Selvidge, Marla J.,","London : SCM Press, ©1996.",99860083812205899
30112012592728,DS_2020_08_13,BC100,TRUE,TX823 .Y68 1993,Wild seasons : gathering and cooking wild plants of the Great Plains /,"Young, Kay,","Lincoln : University of Nebraska Press, c1993.",99354476812205899
30112061438930,IA_2020_08_13,,TRUE,Q. 786.4 SA36,Salon-Album für piano solo.,,Leipzig : CF Peters,99181994012205899
30112061440449,IA_2020_08_13,,TRUE,Q. 786.4 L56S,Spangles ...,"Leslie, Herbert.","Chicago, Ill. : Forster Music Pub, c1924.",99265497812205899
30112061439888,IA_2020_08_13,,TRUE,Q. 786.4 K28P,Prelude and fugue (F major) for piano ... : Op. 10.,"Keller, Walter.","Chicago : Gilbert Music Co, [c1919]",99237256612205899
30112064323642,IA_2020_08_13,,TRUE,Q. 786.4 T59T,"10 Eglogues for the piano,","Tomaschek, Johann.","New York : Schirmer, [n.d.]",99280765512205899
30112101429717,IA_2020_08_13,,TRUE,Q. 786.4 P27T,Two Florentine sketches for piano.,"Pattison, Lee.","New York : Schirmer, c1928.",99276406512205899
30112099222868,DS_2020_08_13,,FALSE,330.97291 R51E,The economic development of revolutionary Cuba; strategy and performance,"Ritter, Archibald R. M.","New York, Praeger [1974]",99130312312205899
30112010631700,LO_2020_08_18,,FALSE,823 D55BL1977,"Bleak House : an authoritative and annotated text, illustrations, a note on the text, genesis and composition, backgrounds, criticism /","Dickens, Charles,","New York : Norton, ©1977.",9922474112205899
30112097173683,LO_2020_08_20,,FALSE,845 H98DT641963,J. -K. Huysmans.,"Amadou, Robert.","[Paris : H Dourdil, 1963]",99194655012205899
30112111663891,DS_2020_08_18,BC100,TRUE,F2538.27.B79 B79 2012,Antes do passado : o silêncio que vem do Araguaia /,"Brum, Liniane Haag.","Porto Alegre : Arquipélago Editorial, 2012.",99706390712205899
30112031983551,DS_2020_08_18,BC100,TRUE,369.50977366 ST45,"Steps going up : a selective history of the Champaign, Illinois Rotary Club.","Kaufman, Matthew.","Champaign, IL : Champaign Rotary Club, c1988.",99148920112205899
30112012677149,LO_2020_08_20,,FALSE,ML167 .M5 1978,The music of ancient Greece : an encyclopaedia /,"Michaēlidēs, Solōn,","London : Faber, 1978.",9926383912205899
30112019955159,LO_2020_08_20,,FALSE,630.72 P214I,ISNAR agricultural research indicator series : a global data base on national agricultural research systems /,"Pardey, Philip G.","Cambridge [England] ; Cambridge University Press, 1989.",99158421012205899
30112102203673,LO_2020_08_20,,FALSE,Q. 612.8 N3892008,Neuroscience /,"Purves, Dale,","Sunderland, Massachusetts : Sinauer, [2008]",99539174912205899
30112017065563,DS_2020_08_18,BC100,TRUE,512.7 B633D:E,Boethian number theory : a translation of the De institutione arithmetica (with introduction and notes) /,"Boethius,","Amsterdam : Rodopi, 1983.",9958386412205899
30112122039438,DS_2020_08_19,,TRUE,BF233 .P87 2017,The sensational past : how the Enlightenment changed the way we use our senses /,"Purnell, Carolyn,","New York : W.W. Norton & Company, [2017]",99824720912205899
30112006552951,DS_2020_08_20_jvb,BC100,TRUE,303.4824708 US7,The USSR and Latin America : a developing relationship /,"Mujal-León, Eusebio,","Boston : Unwin Hyman, 1989.",99151693312205899
30112097585415,LO_2020_08_20,,FALSE,901.8 T12N,Newspapers as tools for historians,"Taft, William H.","Columbia, Mo., Lucas Bros [1970]",99126037712205899
30112056706374,LO_2020_08_20,,FALSE,701.85 B21b,Bright earth : art and the invention of color /,"Ball, Philip,","New York : Farrar, Straus and Giroux, 2002.",99445784212205899
30112056704734,LO_2020_08_20,,FALSE,441.52 C28h,Histoire de l'orthographe française : Edition posthume /,"Catach, Nina.","Paris : Champion, 2001.",99445860712205899
30112085392402,LO_2020_08_20,,FALSE,Q. 770.1 F912w,Why photography matters as art as never before /,"Fried, Michael.","New Haven : Yale University Press, c2008.",99567487712205899
30112073439009,LO_2020_08_20,,FALSE,Q. 759.13074 T918,25 Americans : painting in the 90s /,"Applebroog, Ida.","[Milwaukee] : Milwaukee Art Museum, c1995.",99504270412205899
30112104525594,LO_2020_08_20,,FALSE,Q. 779.09494 St83s,Beat Streuli : public works 1996-2011.,"Streuli, Beat,","Zurich : JRP/Ringier, c2012.",99698736612205899
30112108380087,LO_2020_08_20,,FALSE,951.902 Y8wh,A heritage of kings : one man's monarchy in the Confucian world /,"Haboush, JaHyun Kim.","New York : Columbia University Press, 1988.",99133912012205899
30112040034735,LO_2020_08_18,,FALSE,303.483 St52t:E,Technics and time /,"Stiegler, Bernard.","Stanford, Calif. : Stanford University Press, 1998-",99407243512205899
30112124958650,LO_2020_08_20,,FALSE,869.1 M37D,Dime con quién andas y te diré quién herpes : cuentos /,"Martré, Gonzalo.","México, D.F. : Claves Latinoamericanas, 1985.",9984021712205899
30112048035148,LO_2020_08_20,,FALSE,869.1083 T769c,Los confines : crónica de la ciencia ficción mexicana /,"Trujillo Muñoz, Gabriel,","México, D.F. : Grupo Editorial Vid, 1999.",99428485412205899
30112103469885,LO_2020_08_20,,FALSE,865 C3344Oa:E,The anatomy of a moment : thirty-five minutes in history and imagination /,"Cercas, Javier,","New York : Bloomsbury, 2011.",99647260512205899
30112040604164,LO_2020_08_20,,FALSE,901 N213,Nationen und Kulturen : zum 250. Geburtstag Johann Gottfried Herders /,"Otto, Regine.","Würzburg : Königshausen & Neumann, ©1996.",99415422512205899
30112005034548,LO_2020_08_20,,FALSE,156 W154a,Animal thought /,"Walker, Stephen,","London ; Routledge & K Paul, 1983.",997693512205899
30112118175055,LO_2020_08_20,,FALSE,N8232 .V47 2018,Noir : entre peinture et histoire /,"Ver-Ndoye, Naïl,","Saint-Denis : Omniscience, [2018]",99887610412205899
30112087580392,LO_2020_08_20,,FALSE,069.7 B41Z,Zbornik.,Narodni muzej--Beograd.,Beograd : Prosveta 1958,99291519912205899
30112023003384,LO_2020_08_20,,FALSE,KF3318 .C6 1948,Cases on labor law.,"Cox, Archibald,","Brooklyn, Foundation Press, 1948.",99448554112205899
30112100723920,LO_2020_08_20,,FALSE,LABO.11/2009.124,Ciudad de alado /,"Orellana Suárez, Mauricio,","San José, Costa Rica : URUK Editores, 2009.",99606489112205899
30112072936351,LO_2020_08_20,,FALSE,532.5 T66s1976,The structure of turbulent shear flow /,"Townsend, A. A.","Cambridge [England] ; Cambridge University Press, 1976.",9915983412205899
30112018200938,DS_2020_08_20,BC100,TRUE,LC2731 .H73 1998,Beating the odds : raising academically successful African American males /,"Hrabowski, Freeman A.","New York : Oxford University Press, 1998.",99404342012205899
30112059320868,DS_2020_08_20,BC100,TRUE,869.1 R86p:E2002,Pedro Páramo /,"Rulfo, Juan.","Austin : University of Texas Press, 2002.",99452966512205899
30112122095026,DS_2020_07_20,BC100,TRUE,E183.7 .A55 2017,American empire at the turn of the twentieth century : a brief history with documents /,"Hoganson, Kristin L.,","Boston ; Bedford/St. Martin's, Macmillan Learning, [2017]",99847097012205899
30112108547438,DS_2020_07_20,BC100,TRUE,940.1 T63s v.191,The commentary on the De arithmetica of Boethius /,"Thierry,","Toronto : Pontifical Institute of Mediaeval Studies, [2015]",99776098612205899
30112000188034,DS_2020_08_20,BC100,TRUE,869.1 ER78P,Precursores /,"Erreguerena, María Luisa.","México, D.F. : ASBE Editorial/Nuevos Vientos, 1995.",99384911712205899
30112051526116,DS_2020_08_20,BC100,TRUE,972.9 C884,"Crossroads of empire : the European-Caribbean connection, 1492-1992 /","Cobley, Alan Gregor","Cave Hill, Bridgetown, Barbados : Dept of History, University of the West Indies, c1994.",99382811312205899
30112003865745,DS_2020_08_20,BC100,TRUE,441.52 C335R,"Le roman de l'orthographe : au paradis des mots, avant la faute 1150-1694 /","Cerquiglini, Bernard.","[Paris] : Hatier, 1996.",99396829212205899
30112003077135,DS_2020_08_20,BC100,TRUE,200.7 SA14,The sacred and its scholars : comparative methodologies for the study of primary religious data /,"Idinopulos, Thomas A.","Leiden ; EJ Brill, 1996.",99388383312205899
30112071740226,DS_2020_08_20,BC100,TRUE,709.79494 W589p,Pop L.A. : art and the city in the 1960s /,"Whiting, Cécile,","Berkeley : University of California Press, ©2006.",99516737512205899
30112108688489,DS_2020_08_20,BC100,TRUE,946.6 C159p,Para entender la cultura vasca /,"Camus Bergareche, Bruno.","Madrid : Catarata, c2012.",99685848312205899
30112053192511,DS_2020_08_20,BC100,TRUE,910.72 Q251,Qualitative methodologies for geographers : issues and debates /,"Limb, Melanie.",London : Arnold 2001.,99437982612205899
30112103705718,DS_2020_08_20,BC100,TRUE,,Nevada /,"Baltz, Lewis,","New York : Castelli Graphics, 1978.",99670967812205899
30112112149791,DS_2020_08_20,BC100,TRUE,,Young investigators : the project approach in the early years /,"Helm, Judy Harris.","New York : Teachers College Press, c2001.",99470226312205899
30112122039438,DS_2020_08_20,BC100,TRUE,BF233 .P87 2017,The sensational past : how the Enlightenment changed the way we use our senses /,"Purnell, Carolyn,","New York : W.W. Norton & Company, [2017]",99824720912205899
30112083853389,DS_2020_08_20,BC100,TRUE,712.09409033 Ex714,Experiencing the garden in the eighteenth century /,"Calder, Martin.","Oxford ; Lang, c2006.",99530164912205899
30112051526991,DS_2020_08_20,BC100,TRUE,946.082 D632,Disremembering the dictatorship : the politics of memory in the Spanish transition to democracy /,"Resina, Joan Ramon.","Amsterdam ; Rodopi, 2000.",99434831512205899
30112037521785,DS_2020_08_20,BC100,TRUE,306 G37m:E,Metamorphoses of the body /,"Gill, José.","Minneapolis : University of Minnesota Press, c1998.",99405802512205899
30112111763618,LO_2020_08_24,,FALSE,302.23096 P566,Photography in Africa : ethnographic perspectives /,"Vokes, Richard.","Woodbridge, Suffolk ; James Currey, c2012.",99659611312205899
30112117390317,LO_2020_08_24,,FALSE,PN5499.K42 A43 2016,"The in-between world of Kenya's media : South Asian journalism, 1900-1992 /","Patel, Zarina,","Nairobi : Zand Graphics Ltd., 2016.",99847118712205899
30112052357834,LO_2020_08_24,,FALSE,951.004941 El586m,The Manchu way ; the eight banners and ethnic identity in late imperial China /,"Elliott, Mark C.","Stanford, Calif. : Stanford University Press, 2001.",99435476212205899
30112111246838,LO_2020_08_24,,FALSE,PL728.A2 Y36 2018,Utamakura no seichi : Wakanoura to Tamatsushima /,"Yamamoto, Keisuke,","Tōkyō-to Chiyoda-ku : Heibonsha, 2018.",99885333312205899
30112116056604,LO_2020_08_24,,FALSE,PQ9698.422.E37 T46 2014,Tempos extremos : romance /,"Leitão, Miriam,","Rio de Janeiro, RJ : Intrínseca, 2014.",99765053812205899
30112112834376,LO_2020_08_24,,FALSE,491.7071 G477r,O russkikh filʹmakh po-russki : posobie po razvitii︠u︡ rechi /,"Glebova, N. N.","Moskva : Russkiĭ i︠a︡zyk. Kursy, 2012.",99726025212205899
30112109317989,LO_2020_08_24,,FALSE,823 Au7eYj2012,"Emma : an authoritative text, contexts, criticism /","Austen, Jane,","New York : WW Norton & Co, c2012.",99668308212205899
30112075450178,LO_2020_08_24,,FALSE,131.33 K85p,A psychology of nothingness /,"Kraft, William F.,","Philadelphia : Westminster Press, [1974]",9915681812205899
30112075480357,LO_2020_08_24,,FALSE,616.692061 B146v,"The Viagra ad venture : masculinity, marketing, and the performance of sexual health /","Baglia, Jay.","New York : Peter Lang, c2005.",99507809812205899
30112071463498,LO_2020_08_24,,FALSE,Z6605.C5 .L525,Jian bo gu shu yu xue shu yuan liu /,"Li, Ling,","Beijing Shi : Sheng huo, du shu, xin zhi san lian shu dian, 2004.",99513081212205899
30112120661639,LO_2020_08_24,,FALSE,PQ9698.412.E54 C33 2016,Cabo de guerra /,"Benedetti, Ivone C.,","São Paulo, SP : Boitempo, 2016.",99843086512205899
30112047849820,LO_2020_08_24,,FALSE,200.944 Sa328,"La Salette : apocalypse, pèlerinage et littérature (1856-1996) /","Angelier, François.","Grenoble : Jérôme Millon, c2000.",99436685012205899
30112063239112,LO_2020_08_24,,FALSE,ML3535.5 .W39 2002,Situating salsa : global markets and local meanings in Latin American popular music /,"Waxer, Lise.","New York : Routledge, 2002.",99457218312205899
30112059845468,IA_2020_08_24,,TRUE,Q. 786.4 D69Q,Quinze pièces pour le piano /,"Dolmetsch, Victor.",Paris : A Leduc,99244913312205899
30112111461882,LO_2020_08_24,,FALSE,,Pharmaceutical self : the global shaping of experience in an age of psychopharmacology /,"Jenkins, Janis H.","Santa Fe, N.M. : School for Advanced Research Press, 2011.",99692850512205899
30112111685456,LO_2020_08_24,,FALSE,PM4068.05 .L37 2012,"Indígena, cuerpo y sexualidad en la literatura salvadoreña /","Lara Martínez, Rafael.","San Salvador : Editorial Universidad Don Bosco, 2012.",99717589312205899
30112097560400,LO_2020_08_24,,FALSE,338.1096762 B456R,"Recent agricultural change east of Mount Kenya,","Bernard, Frank Edward.","[Athens] Ohio University, Center for International Studies [1969]",9965863812205899
30112044969076,LO_2020_08_24,,FALSE,QA276.12 .M65 1999,Introduction to the practice of statistics /,"Moore, David S.","New York : WH Freeman, c1999.",99412348712205899
30112052279038,DS_2020_08_24,BC100,TRUE,362.76 C582c,"Children's needs : parenting capacity : the impact of parental mental illness, problem alcohol and drug use, and domestic violence on children's development /","Cleaver, Hedy.","London : The Stationery Office, c1999.",99437264112205899
30112071611344,DS_2020_08_24,BC100,TRUE,821 Os9w,Woods etc. /,"Oswald, Alice,","London : Faber and Faber, 2005.",99504248912205899
30112068661179,DS_2020_08_24,BC100,TRUE,811 D56Yho,My Emily Dickinson /,"Howe, Susan,","Berkeley, Calif. : North Atlantic Books, ©1985.",99482034012205899
30112048048042,LO_2020_08_25,,FALSE,612.84 F221c,The cognitive neuroscience of vision /,"Farah, Martha J.","Malden, Mass., USA : Blackwell Publishers, 2000.",99425221212205899
30112068645586,LO_2020_08_25,,FALSE,DD247.E5 A7 1994,Eichmann in Jerusalem : a report on the banality of evil /,"Arendt, Hannah,","New York, N.Y., U.S.A. : Penguin Books, 1994.",99498780612205899
30112000940178,LO_2020_08_25,,FALSE,371.9005 JO,Journal of the Division for Early Childhood.,Council for Exceptional Children. Division for Early Childhood.,"[Reston, Va.] : Division for Early Childhood, Council For Exceptional Children, 1979-1988.",9913428512205899
30112120565855,LO_2020_08_25,,FALSE,PR888.W66 L66 2016,Long shadows : the Second World War in British fiction and film /,"Rau, Petra,","Evanston, Illinois : Northwestern University Press, 2016.",99813159612205899
30112107514819,LO_2020_08_25,,FALSE,658.4013 R91e2009,"Evaluation in organizations : a systematic approach to enhancing learning, performance, and change /","Russ-Eft, Darlene F.","New York, NY : Basic Books, [2009], ©2009.",99642610812205899
30112070824013,LO_2020_08_25,,FALSE,712.6 St91c,Classic garden plans /,"Stuart, David C.","Portland, OR : Timber Press, 2004.",99494512012205899
30112099890169,LO_2020_08_25,,FALSE,BF724 .S75 2019,Adolescence /,"Steinberg, Laurence D.,","New York, NY : McGraw-Hill Education, [2019]",99907876012205899
30112066546802,LO_2020_08_25,,FALSE,Q. 779.0952 K179i,Illuminance /,"Kawauchi, Rinko,","New York, N.Y. : Aperture, c2011.",99664356212205899
30112052848782,LO_2020_08_25,,FALSE,Q. 779.0952 H753t,Towards the city.,"Homma, Takashi.","[Place of publication not identified] : Mack, 2016.",99814746612205899
30112109271707,LO_2020_08_25,,FALSE,Q. 720.285 Ac129,ACADIA 2013 adaptive architecture : proceedings of the 33rd Annual Conference of the Association for Computer Aided Design in Architecture /,"ACADIA (Conference) 2013 : Cambridge, Ont.)","Toronto : Riverside Architectural Press, 2013.",99741785912205899
30112125763299,LO_2020_08_25,,FALSE,Q. 704.94899561 V71s,Shinto : discovery of the divine in Japanese art /,"Vilbar, Sinéad,","Cleveland, Ohio : Cleveland Museum of Art, [2019]",99902178812205899
30112056827139,LO_2020_08_25,,FALSE,338.6042 F955e,"Economics of agglomeration : cities, industrial location, and regional growth /","Fujita, Masahisa.","Cambridge, U.K. ; Cambridge University Press, 2002.",99445175012205899
30112031862714,LO_2020_08_25,,FALSE,Fiction R797HP6,Harry Potter and the Half-Blood Prince /,"Rowling, J. K.","New York, NY : Arthur A. Levine Books, an imprint of Scholastic Inc., 2005.",99505492912205899
30112112636946,LO_2020_08_25,,FALSE,364.360973 Yo88,Youth on trial : a developmental perspective on juvenile justice /,"Grisso, Thomas.","Chicago : University of Chicago Press, 2000.",99426589012205899
30112106165951,LO_2020_08_25,,FALSE,S.304.209713 R5475w,The Water Walker /,"Robertson, Joanne,","Toronto, Ontario, Canada : Second Story Press, [2017]",99855904612205899
30112123055839,LO_2020_08_25,,FALSE,JK1967 .F38 2018,Political behavior of the American electorate /,"Theiss-Morse, Elizabeth,","Thousand Oaks, California : CQ Press , [2018]",99860764112205899
30112082681195,LO_2020_08_25,,FALSE,361.61 St71p2002,Policy paradox : the art of political decision making /,"Stone, Deborah A.,","New York : W.W. Norton & Company, [2002]",99527554512205899
30112074765931,LO_2020_08_25,,FALSE,378.73 Am35132011,"American higher education in the twenty-first century : social, political, and economic challenges /","Altbach, Philip G.","Baltimore : Johns Hopkins University Press, 2011.",99665421812205899
30112124185874,LO_2020_08_25,,FALSE,GN281 .B662 2018,How humans evolved /,"Boyd, Robert,","New York : W.W. Norton & Company, [2018]",99867484612205899
30112113617994,LO_2020_08_26,,FALSE,HF5718 .L633 2014,Business communication : building critical skills /,"Locker, Kitty O.","New York, NY : McGraw-Hill/Irwin, a business unit of The McGraw-Hill Companies, Inc., [2014]",99740486612205899
30112055902172,LO_2020_08_26,,FALSE,305.8 G564ra,The racial state /,"Goldberg, David Theo.","Malden, Mass. : Blackwell Publishers, 2002.",99442741112205899
30112125764651,LO_2020_08_26,,FALSE,E912 .A534 2019,American carnage : on the front lines of the Republican civil war and the rise of President Trump /,"Alberta, Tim,","New York : Harper, an imprint of HarperCollins, [2019]",99902895012205899
30112118123105,LO_2020_08_26,,FALSE,CB428 .H368513 2017,Homo deus : a brief history of tomorrow /,"Harari, Yuval N.,","New York, NY : Harper, an imprint of HarperCollins Publishers, [2017]",99824713012205899
30112103505563,LO_2020_08_26,,FALSE,297.40962 H675s2009,"Sufism, mystics, and saints in modern Egypt /","Hoffman, Valerie J.","Columbia, S.C. : University of South Carolina Press, 2009.",99619109912205899
30112071648783,LO_2020_08_26,,FALSE,B3313.Z73 D5413 2007,On the genealogy of morality /,"Nietzsche, Friedrich Wilhelm,","New York : Cambridge University Press, 2007.",99529995312205899
30112117821279,DS_2020_08_25,BC100,TRUE,PS3603.U785 T4 2015,A taxonomy of the space between us /,"Curtiss, Caleb,","[New York] : Black Lawrence Press, 2015.",99779367812205899
30112000948874,DS_2020_08_25,BC100,TRUE,891.73 P97Oe1985,Evgeniĭ Onegin = Eugene Onegin /,"Pushkin, Aleksandr Sergeevich,","Oxford ; Basil Blackwell, 1984",9988551012205899
30112025087682,DS_2020_08_25,BC100,TRUE,PC5444 .T43 1974,A grammar of spoken Brazilian Portuguese /,"Thomas, Earl W.,","Nashville : Vanderbilt University Press, 1974.",99106285812205899
30112086337513,DS_2020_08_25,BC100,TRUE,306.097295 D289s,Sponsored identities : cultural politics in Puerto Rico /,"Dávila, Arlene M.,","Philadelphia : Temple University Press, 1997.",99402108712205899
30112124266591,DS_2020_08_25,BC100,TRUE,GN380 .G55 2018,Giving back : research and reciprocity in indigenous settings /,"Herman, R. D. K.,","Corvalis : Oregon State University Press, 2018.",99886830112205899
30112108881381,DS_2020_08_25,BC100,FALSE,LB2328.15.U6 V28 2006,The community college story /,"Vaughan, George B.","Washington, D.C. : American Association of Community Colleges, ©2006.",99778301612205899
30112078311690,DS_2020_08_25,BC100,TRUE,972.01 N42,"New world, first nations : Native peoples of Mesoamerica and the Andes under colonial rule /","Cahill, David Patrick.","Brighton [England] ; Sussex Academic Press, c2006.",99508678212205899
30112074762367,DS_2020_08_25,BC100,TRUE,808.0420712 D993,The dynamics of writing instruction : a structured process approach for middle and high school /,"Smagorinsky, Peter.","Portsmouth, NH : Heinemann, c2010.",99645544312205899
30112056258590,DS_2020_08_26,,TRUE,BR305.3 .G73 2003,"The Protestant Reformation : belief, practice, and tradition /","Gray, Madeleine,","Brighton ; Sussex Academic Press, 2003.",99465329412205899
30112119851019,LO_2020_08_26,,FALSE,AC150 .C4338 2015,Chen Dengyuan quan ji /,"Chen, Dengyuan,","Hangzhou : Zhejiang gu ji chu ban she, 2015.",99889058212205899
30112119851043,LO_2020_08_26,,FALSE,AC150 .C4338 2015,Chen Dengyuan quan ji /,"Chen, Dengyuan,","Hangzhou : Zhejiang gu ji chu ban she, 2015.",99889058212205899
30112119851027,LO_2020_08_26,,FALSE,AC150 .C4338 2015,Chen Dengyuan quan ji /,"Chen, Dengyuan,","Hangzhou : Zhejiang gu ji chu ban she, 2015.",99889058212205899
30112119851035,LO_2020_08_26,,FALSE,AC150 .C4338 2015,Chen Dengyuan quan ji /,"Chen, Dengyuan,","Hangzhou : Zhejiang gu ji chu ban she, 2015.",99889058212205899
30112109363991,LO_2020_08_26,,FALSE,362.50973 W699t2012,"The truly disadvantaged : the inner city, the underclass, and public policy /","Wilson, William J.,","Chicago ; University of Chicago Press, 2012, ©1987.",99695733512205899
30112121371279,LO_2020_08_26,,FALSE,,Vorsprung : a communicative introduction to German language and culture /,"Lovik, Thomas A.","Australia : Heinle Cengage Learning, [2014]",99857776512205899
30112046086788,LO_2020_08_26,,FALSE,Q. 574.192 L52p2005,Lehninger principles of biochemistry.,"Lehninger, Albert L.","New York : WH Freeman, 2005.",99478046812205899
30112096738635,LO_2020_08_26,,FALSE,Q. 639.3 N9591,Nutrient requirements of fish and shrimp /,National Research Council (U.S.). Committee on the Nutrient Requirements of Fish and Shrimp.,"Washington, D.C. : National Academies Press, c2011.",99654221712205899
30112108577724,LO_2020_08_26,,FALSE,270.1 D922b,Beginning from Jerusalem /,"Dunn, James D. G.,","Cambridge, U.K. ; William B Eerdmans Pub Co, 2009.",99659291212205899
30112101496013,LO_2020_08_26,,FALSE,796.04308996 M36b,"Benching Jim Crow : the rise and fall of the color line in southern college sports, 1890-1980 /","Martin, Charles H.,","Urbana : University of Illinois Press, c2010.",99628528912205899
30112118302832,LO_2020_08_26,,FALSE,344.73046 En8982013,"Environmental regulation : law, science, and policy /","Percival, Robert V.,","New York : Wolters Kluwer Law & Business, [2013]",99810685912205899
30112110628093,LO_2020_08_26,,FALSE,577.015195 G711p2013,A primer of ecological statistics /,"Gotelli, Nicholas J.,","Sunderland, Massachusetts : Sinauer Associates, Inc., Publishers, [2013]",99716503112205899
30112124267425,DS_2020_08_26,,FALSE,707 F9253,From child art to visual language of youth : new models and tools for assessment of learning and creation in art education /,"Kárpáti, Andrea.","Bristol : Intellect, 2013.",99730232412205899
30112124267425,LO_2020_08_26,,FALSE,709.024 P759g,Greek and Latin poetry /,"Poliziano, Angelo,","Cambridge, Massachusetts : Harvard University Press, 2018.",99887994112205899
